"idema","lon","fint","prec","alt","vmax","vv","dv","lat","dmax","ubi","hr","tamin","ta","tamax","pres","stdvv","ts","pres_nmar","tpr","vis","stddv","inso","tss5cm","psoltp","pliqt","rviento","vmaxu","dvu","pacutp","vvu","stdvvu","stddvu","dmaxu","tss20cm","geo925","nieve","geo700","geo850.value","geo850.present"
"4220X",-4.616461,"2021-03-23T09:00:00",0,486,2.3,0.9,85,39.088833,44,"PUEBLA DE DON RODRIGO",58,4.7,8.5,8.5,961.2,NA,NA,1019.1,0.6,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4236Y",-5.020365,"2021-03-23T09:00:00",0,620,NA,NA,NA,39.446552,NA,"PUERTO DEL REY",57,7.4,9.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4244X",-5.062271,"2021-03-23T09:00:00",0,447,1.8,1,237,39.169353,254,"HERRERA DEL DUQUE",54,6.5,10.4,10.4,970.2,NA,12.6,1023.5,1.5,20,NA,60,10.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4245X",-5.333333,"2021-03-23T09:00:00",0,660,2.1,1.1,107,39.455273,100,"GUADALUPE (AUTOMATICA)",40,12.5,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4260",-5.577502,"2021-03-23T09:00:00",0,542,1.8,0.7,84,38.479717,100,"PERALEDA DEL ZAUCEJO",59,8.8,12.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4263X",-5.350555,"2021-03-23T09:00:00",0,575,3.5,2.4,186,38.409447,195,"VALSEQUILLO",56,8.4,11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4267X",-5.121442,"2021-03-23T09:00:00",0,551,1.9,1.1,232,38.498367,229,"HINOJOSA DEL DUQUE",49,9.7,14,14,957.8,NA,NA,1022,3.4,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4300Y",-4.845277,"2021-03-23T09:00:00",0,535,4.7,1.3,189,38.775284,165,"MINAS DE ALMADÉN",63,6.1,9.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4325X",-5.546785,"2021-03-23T09:00:00",0,502,2.6,1.5,219,38.715176,217,"CASTUERA - COOPERATIVA",44,13.8,15,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4325Y",-5.529083,"2021-03-23T09:00:00",0,459,3.6,2,251,38.741814,227,"CASTUERA",42,13,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4339X",-5.369009,"2021-03-23T09:00:00",0,590,2.6,0.8,164,39.314167,167,"CAÑAMERO  EL PINAR",50,10.3,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4340",-5.461334,"2021-03-23T09:00:00",0,313,1.9,1,13,39.10346,5,"NAVALVILLAR DE PELA",69,8,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4347X",-5.710276,"2021-03-23T09:00:00",0,413,4.2,2.2,140,39.28278,107,"ZORITA",46,11.1,12.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4358X",-5.880481,"2021-03-23T09:00:00",0,273,1.6,0.7,297,38.95559,255,"DON BENITO",52,7.6,11.4,11.4,990.3,NA,12.1,1023.1,1.9,20,NA,60,12.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4386B",-6.017048,"2021-03-23T09:00:00",0,655,4.5,3,244,38.23171,233,"LLERENA",42,12.5,15.1,15.1,946.7,NA,11.2,1022.3,2.3,20,NA,60,12.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395X",-6.306664,"2021-03-23T09:00:00",0,430,2.7,1.5,283,38.551666,285,"VILLAFRANCA DE LOS BARROS",46,11.7,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4410X",-6.385632,"2021-03-23T09:00:00",0,228,1.7,0.9,250,38.915882,245,"MÉRIDA",63,9.7,11.5,11.5,995.9,0.5,NA,1023.4,4.6,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4411C",-6.231012,"2021-03-23T09:00:00",0,467,1.5,0.7,301,39.197636,247,"ALCUESCAR",47,10.1,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4427X",-6.436641,"2021-03-23T09:00:00",0,433,2.4,0.7,117,38.425854,162,"ZAFRA (AUTOMATICA)",52,10.7,14.9,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4436Y",-6.361046,"2021-03-23T09:00:00",0,371,2.3,1,343,38.688904,20,"ALMENDRALEJO",52,11.3,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4452",-6.81389,"2021-03-23T09:00:00",0,185.5,1.7,0.8,260,38.883396,270,"BADAJOZ/TALAVERA LA REAL",69,8.2,11.5,11.5,1000.8,0.3,15.3,1023.2,5.9,NA,51,59.5,10.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA
"4464X",-6.995182,"2021-03-23T09:00:00",0,283,1.2,0.5,252,39.181934,260,"ALBURQUERQUE",68,7.4,11.9,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4468X",-6.600769,"2021-03-23T09:00:00",0,392,1.8,0.8,48,39.176624,15,"PUEBLA DE OBANDO (AUTOMATICA)",56,11.3,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4478X",-7.008088,"2021-03-23T09:00:00",0,175,3.2,1.3,201,38.887474,235,"BADAJOZ CMT",75,7.5,10.8,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4486X",-7.084439,"2021-03-23T09:00:00",0,275,3,1.7,254,38.697502,267,"OLIVENZA",66,10.4,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4489X",-7.28194,"2021-03-23T09:00:00",0,170,2.1,1.3,200,38.48472,200,"ALCONCHEL (AUTOMATICA)",81,8.7,10.8,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4492F",-6.923611,"2021-03-23T09:00:00",0,376,2,0,282,38.473076,92,"EVC_BARCARROTA",76,4.9,10.7,10.7,978.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4497X",-7.158056,"2021-03-23T09:00:00",0,247,2.8,1.4,207,38.37222,155,"VILLANUEVA DEL FRESNO",68,9.4,11.9,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4499X",-6.271862,"2021-03-23T09:00:00",0,771,3.7,1.9,274,38.081295,257,"MONESTERIO (AUTOMATICA)",44,12.9,14.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4501X",-6.311317,"2021-03-23T09:00:00",0,602,3.1,2.2,244,38.20874,230,"FUENTE DE CANTOS",47,12.3,14.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4511C",-6.765058,"2021-03-23T09:00:00",0,381,2,0.8,98,38.298515,112,"JEREZ DE LOS CABALLEROS",70,7.3,10.5,10.5,978.2,NA,9.9,1023.8,5.3,20,NA,60,11.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4520X",-6.661793,"2021-03-23T09:00:00",0,586,1.9,1.3,141,38.178436,147,"FREGENAL DE LA SIERRA",58,10.6,14.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4527X",-6.975941,"2021-03-23T09:00:00",0,267,1,0.2,10,37.98028,145,"AROCHE (MASERA - AUTOMATICA)",67,8.6,13.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4541X",-7.51994,"2021-03-23T09:00:00",0,60,NA,NA,NA,37.553658,NA,"EL GRANADO (BOCACHANZA - AUTOMÁTICA)",94,6,10.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4549Y",-7.394999,"2021-03-23T09:00:00",0,2,2.5,1,50,37.19472,45,"AYAMONTE  ISLA CANELA",61,11.6,15,15,1022.2,NA,NA,1022.4,7.6,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4554X",-7.08361,"2021-03-23T09:00:00",0,15,3.3,1.2,33,37.218334,15,"CARTAYA   PEMARES ",74,8.9,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4560Y",-6.674999,"2021-03-23T09:00:00",0,572,4.4,1.5,349,37.868614,328,"ALAJAR  CABEZO MOLINOS",36,14.4,16.7,16.7,955.6,NA,16.6,1021.6,1.5,NA,NA,34,13.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4575X",-6.751955,"2021-03-23T09:00:00",0,273,NA,NA,NA,37.571583,NA,"VALVERDE CAMINO (CH.GUADIANA AUTOMATICA)",71,7.8,11.9,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4584X",-6.942237,"2021-03-23T09:00:00",0,270,NA,NA,NA,37.73158,NA,"EL CERRO DE ANDEVALO",61,11,13.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4589X",-7.11944,"2021-03-23T09:00:00",0,276,2.3,0.5,171,37.597782,297,"ALOSNO  THARSIS-MINAS ",75,11,14.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4608X",-6.630003,"2021-03-23T09:00:00",0,415,3,2.1,190,37.677227,185,"EL CAMPILLO  EL ZUMAJO ",46,13.3,14.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4622X",-6.636671,"2021-03-23T09:00:00",0,145,4,1.3,99,37.450836,105,"VILLARRASA  PLANTA DE RECICLAJE",71,9.7,12.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642E",-6.911722,"2021-03-23T09:00:00",0,19,3.4,2.1,56,37.278385,83,"HUELVA  RONDA ESTE",71,8.3,12.1,12.1,1021.3,0.4,16.7,1023.7,7,19.5,21,60,13.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA
"5000C",-5.346967,"2021-03-23T09:00:00",0,87,2.4,1.5,65,35.888725,55,"CEUTA",47,16.2,16.8,16.8,1013,0.4,19.6,1023.5,5.5,20,21,60,14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA
"5038Y",-3.003891,"2021-03-23T09:00:00",0,799,NA,NA,NA,37.915836,NA,"CAZORLA (AUTOMATICA)",53,7,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5047E",-2.734995,"2021-03-23T09:00:00",0,785,1.9,0.8,324,37.50583,22,"BAZA  CRUZ ROJA",63,2.3,5.5,5.5,932.5,NA,4.5,NA,-1,NA,NA,58,10.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,NA,NA,NA,NA
"5060X",-2.228056,"2021-03-23T09:00:00",0,1190,NA,NA,NA,37.860832,NA,"TOPARES",51,7.7,8.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107D",-2.986406,"2021-03-23T09:00:00",0,1197,2.8,1.4,21,37.179935,350,"DÓLAR",36,10.3,11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5164B",-3.461951,"2021-03-23T09:00:00",0,771,2.6,1.5,245,37.99667,252,"BAEZA",41,9.3,14.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5165X",-3.563581,"2021-03-23T09:00:00",0,910,NA,NA,NA,37.78084,NA,"TORRES",49,7.5,11.6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5181D",-2.889717,"2021-03-23T09:00:00",0,580,NA,NA,NA,38.314724,NA,"ARROYO DEL OJANCO",63,7.3,10.1,10.2,946.9,NA,NA,1014.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5210X",-2.998059,"2021-03-23T09:00:00",0,680,1.7,0.4,3,38.175,340,"VILLANUEVA DEL ARZOBISPO",59,5.8,10.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5246",-3.535273,"2021-03-23T09:00:00",0,770,2.9,1.2,174,38.344448,188,"SANTA ELENA",52,6.9,9.9,9.9,933.6,NA,7.4,NA,0.4,20,NA,57,7.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.8,NA,NA,NA,NA
"5270B",-3.808889,"2021-03-23T09:00:00",0,580,1.9,0.9,8,37.7775,50,"JAÉN",44,11.6,13.1,13.3,955.6,0.3,20.8,1023.6,1.1,20,29,58.8,12.3,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA
"5279X",-3.629453,"2021-03-23T09:00:00",0,515,2.2,0.3,114,38.151108,122,"LINARES (VOR - AUTOMATICA)",47,9.5,12.3,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5281X",-3.782624,"2021-03-23T09:00:00",0,345,1.6,0.4,169,38.092983,95,"BAILÉN",55,7.1,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5298X",-4.063893,"2021-03-23T09:00:00",0,202,4.1,1.4,98,38.023052,111,"ANDÚJAR",56,6.7,11.2,11.2,999.2,NA,NA,1023.6,2.7,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5304Y",-4.059165,"2021-03-23T09:00:00",0,665,1.4,0.6,189,38.668888,222,"PUERTOLLANO",73,5.4,10.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5341C",-4.301663,"2021-03-23T09:00:00",0,710,2.7,1.7,146,38.428886,147,"FUENCALIENTE",50,8.6,12.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5346X",-4.272506,"2021-03-23T09:00:00",0,720,NA,NA,NA,38.186672,NA,"CARDEÑA (SANTA ELENA - AUTOMATICA)",55,11,13.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5361X",-4.330275,"2021-03-23T09:00:00",0,155,2.4,1,85,38.01333,55,"MONTORO VEGA ARMIJO",65,6.1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5390Y",-4.608886,"2021-03-23T09:00:00",0,750,4.4,2.3,182,38.333057,178,"VILLANUEVA DE CÓRDOBA",53,9.9,12.8,12.8,936.2,NA,NA,1022.9,3.4,20,NA,60,10.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5394X",-4.796664,"2021-03-23T09:00:00",0,525,3.5,2,206,38.020836,197,"CORDOBA  EMBALSE DE GUADANUÑO",67,9.1,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5402",-4.846558,"2021-03-23T09:00:00",0,90,5.1,3.2,90,37.848892,70,"CÓRDOBA/AEROPUERTO",65,8.6,11.3,11.6,1013.3,0.2,13.8,1024.5,5,NA,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5406X",-3.908059,"2021-03-23T09:00:00",0,908,2.5,0.6,293,37.49749,142,"CHARILLA",50,8,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5412X",-4.207785,"2021-03-23T09:00:00",0,550,1.7,0.8,206,37.48473,187,"PRIEGO DE CÓRDOBA  SAN FELIX",52,7.7,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5427X",-4.353893,"2021-03-23T09:00:00",0,650,3.4,0.9,292,37.556114,302,"DOÑA MENCIA",36,11.6,14.4,14.5,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5429X",-4.462227,"2021-03-23T09:00:00",0,275,2.8,1.4,12,37.81039,17,"CÓRDOBA  PRAGDENA",57,9.4,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459X",-4.928728,"2021-03-23T09:00:00",0,465,1.2,0.2,187,38.11111,187,"ESPIEL-C.TÉRMICA",75,7.2,10.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5470",-5.100552,"2021-03-23T09:00:00",0,120,5,2.8,59,37.753056,80,"FUENTE PALMERA-LOS ARROYONES",55,8.7,11.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5473X",-5.686015,"2021-03-23T09:00:00",0,581,2.7,1.9,143,38.267803,140,"AZUAGA (AUTOMATICA)",47,11.9,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5514Z",-3.633331,"2021-03-23T09:00:00",0,690,2.7,1.1,34,37.13611,344,"GRANADA/BASE AÉREA",46,8.1,11.3,11.3,943.5,0.3,13.7,1024.2,0,45,115,60,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5515D",-3.534187,"2021-03-23T09:00:00",0,1259,NA,1.8,284,37.237164,NA,"EVC_VÍZNAR",54,7.3,7.3,8.6,873,NA,NA,NA,-1.4,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5515X",-3.59555,"2021-03-23T09:00:00",0,775,1.6,0.4,296,37.18972,312,"GRANADA-CARTUJA",48,7,10.9,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5530E",-3.789429,"2021-03-23T09:00:00",0,567,1.5,0.2,10,37.18968,40,"GRANADA/AEROPUERTO",56,4.6,9,9.2,957.3,0.2,12.6,1025.1,0.6,28.8,171,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5582A",-4.152781,"2021-03-23T09:00:00",0,760,NA,NA,NA,37.16111,NA,"LOJA",NA,NA,NA,NA,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5598X",-4.547788,"2021-03-23T09:00:00",0,465,4.3,2.4,67,37.23093,65,"BENAMEJÍ-ALCACHOFARES ALTOS",51,8.3,11.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5612B",-4.769994,"2021-03-23T09:00:00",0,410,3.5,1.9,184,37.194443,187,"RODA DE ANDALUCÍA",45,9.6,13.9,13.9,974.4,NA,13.7,1022.8,2.1,20,NA,60,11.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5612X",-4.82695,"2021-03-23T09:00:00",0,450,NA,NA,NA,37.270275,NA,"LORA DE ESTEPA (AUTOMATICA)",40,13.8,16.1,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5624X",-4.685919,"2021-03-23T09:00:00",0,309,4.4,1.9,165,37.481945,132,"AGUILAR (LAGUNA ZOÑAR AUTOMATICA)",46,12.5,15.2,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5625X",-4.763865,"2021-03-23T09:00:00",0,200,3.5,2,6,37.638523,5,"LA RAMBLA   PRIVILEGIO",63,9.2,12.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5641X",-5.085113,"2021-03-23T09:00:00",0,130,NA,NA,120,37.516228,109,"ECIJA",NA,NA,NA,NA,1008.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5654X",-5.37114,"2021-03-23T09:00:00",0,200,1.8,0.6,118,37.786804,125,"LA PUEBLA DE LOS INFANTES",71,6.7,11.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5656",-5.433058,"2021-03-23T09:00:00",0,165,2.2,1,63,37.497223,57,"FUENTES DE ANDALUCIA  EL TRAVIESO",63,10.3,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5702X",-5.740475,"2021-03-23T09:00:00",0,50,4.9,3,82,37.565483,85,"CARMONA  VILLEGAS",62,8.9,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5704B",-5.769728,"2021-03-23T09:00:00",0,550,2,0.8,273,37.926388,297,"CAZALLA DE LA SIERRA",48,8.7,14.5,14.5,958.4,NA,NA,1022.5,3.6,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5726X",-5.81917,"2021-03-23T09:00:00",0,720,3.2,1.4,257,38.099445,272,"GUADALCANAL  CRISTO",45,12.2,14.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5733X",-6.074995,"2021-03-23T09:00:00",0,450,1.1,0.6,34,37.791115,22,"ALMADEN PLATA (LAS NAVAS AUTOMATICA)",56,14.6,15.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5769X",-6.322225,"2021-03-23T09:00:00",0,618,3.6,1.5,286,37.97361,297,"CALA",41,13.3,16.7,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5783",-5.879167,"2021-03-23T09:00:00",0,34,2.6,0.5,320,37.416668,40,"SEVILLA/SAN PABLO",72,8.5,11.6,11.9,1020.3,0.4,17,1024.1,6.7,NA,22,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5788X",-6.059722,"2021-03-23T09:00:00",0,84,2.6,1.6,82,37.361668,85,"Tomares  Zaudín",72,10.5,12.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
